date,description,sources,comments
January 1998,James Cox of Antigravity News and Space Drive Technology proposes seven types of antigravity devices can theoretically exist:,[],[]
11 January 1998,Bob Bigelow suggests to Jacques Vallée that he has an inner certainty that a dramatic development (a display by “the phenomenon” or a USG announcement) will happen soon. Bigelow is interested about the consciousness impacts such an event would have.,[],[]
1 March 1998,"Douglas Torr and Timir Datta of the University of South Carolina confirm they are involved in the development of a “gravity generator.” A leaked document from the Office of Technology Transfer at USC confirms this and suggests the device can create a “force beam” in any direction. The university states it plans to license the device but no further information is made public. Torr later founded PST Associates, LLC in North Carolina which had one contract from DARPA in 2006. Torr also co-authored at least one paper with Ning Li.",[],[]
August 1998,"Hal Puthoff (Earthtech), Bernard Haisch (Lockheed Martin) and Alfonso Ruedo (California State University) publish a paper for the Lockheed Martin Advanced Technology Center and California State University regarding zero-point energy of the quantum vacuum. The study specifically looked at one or more resonant frequencies that may be associated with quantum vacuum interaction for propulsion purposes. A later paper discloses the program is funded by NASA and independent of the **Breakthrough Propulsion Physics** program (see August 1997), and began in 1996.",[],['The triangle antigravity craft patent submitted by Salvatore Pais and Naval Air Station Patuxent River in 2017 utilized a similar concept and discussed specific frequencies used to interact with the quantum vacuum and generate anti-gravitic capabilities (see 2 November 2017).']
,"**Late 1990s** — Author Nick Cook claims he interviews former head of Lockheed Martin Skunk Works Jack Gordon. While leaving Plant 42 in Palmdale, Cook allegedly sees a large chart illustrating the lineage of every Skunk Works aircraft since the XP-80. Past the DarkStar was something called “Astra,” an ultra high speed reconnaissance craft that looked triangular in shape. It looked like some triangular UAP sightings in the UK and Belgium in the early 1990s. When pressed, Gordon was flustered and denied the Astra was anything but an old airliner.",[],"['Photographic evidence “ASTRA/AURORA” was mentioned in MOD files (see 12 August 2022), suggesting the British government is aware of Astra.', 'Counsel to Sen. Robert Byrd Richard D’Amato (see 22 May 1992) stated he believed some sightings of triangular UAP were the result of an illegal human program.']"
1998,"USAF Master Sgt. Edgar A. Fouche states he temporarily worked at the Defense Advanced Research Center (DARC) in 1979, which he claims is a facility beneath Groom Lake with at least 10 underground stories. Fouche states he was recruited to DARC while he was working at the Jet Propulsion Laboratory (JPL) at Edwards Air Force Base, which also had underground facilities.",[],"['A declassified study of the Advanced Research Projects Agency (ARPA) shows advanced aerospace projects were performed by Wernher von Braun’s team at the Army Ballistic Missile Agency (ABMA). A draft DOD Directive shows ABMA was considered for transfer into a “Defense Advanced Research Center” (DARC) that would be inherently linked to the Jet', 'Quasicrystals were largely ignored by mainstream science until they were “discovered” by Dan Shechtman who won the Nobel Prize in Chemistry for this in 2011.']"
11 March 1998,"Author Nick Redfern claims a source who was put into contact with him from AFOSI states a group of current and former IC personnel who believed UAP were demonic in origin called the “Collins Elite” published a lengthy document summarizing their beliefs. The report is not published but extracts are; they state the following: “STAC Reports (I to XI) describe the fall, collection, analysis and present whereabouts of unusual fabrics, foils, parchments, chemical residuals and biological material found at found locations in Lincoln County, New Mexico between 3 and 13 July 1947.”",[],['The “Nebraska debacle” may refer to the 25 November 1991 entry where two scientists connected with the the DIA and NSA allegedly claim in a face to face meeting in Nebraska that USG/USG contractors are engaged in programs that attempt to control non-human intelligences (NHI) and harness those NHI for military and intelligence purposes.']
17 June 1998,Ufologist William Hamilton states he met an anonymous Colonel who was an aerospace engineer and a consultant to NASA. The former Colonel claims he,[],[]
22 August 1998,"CSETI, an organization that collects testimony from hundreds of military witnesses, states it believes a covert entity utilizing an “Unacknowledged Special Access Program” security framework manages some aspects of the UAP matter and is (1) global in scope,",[],[]
22 August 1998,"Ret. Lt. Col. Ron Blackburn of Lockheed Martin Skunk Works and co-founder of the ATP Group at BDM Intl. is awarded a patent for technology that increases aerodynamic and hydrodynamic efficiency of a vehicle in motion that includes sketches of a disc. Several years earlier, Blackburn states on a podcast he reverse engineered the capability to eliminate sonic booms at high speeds by using videos of disc-shaped craft he had access to.",[],[]
October 1998,"USAF Security Forces member Christopher Cabrera states he was stationed at Nellis AFB, NV at “Area 2,” a major nuclear weapons depot on the Nevada Test Site overseen by the Department of Energy (DOE)’s National Nuclear Security Administration (NNSA).",[],"['Former SSCI Staff Director and former Deputy Assistant Secretary of Defense for Intelligence Christopher K. Mellon published a slideshow from the Advanced Aerospace Threat Identification Program (**AATIP**) while it was run out of the OUSD(I&S) on his website. The ninth slide describes **AATIP’s** DoD Threat Scenario, which states', '“the science exists for an enemy of the United States to manipulate both physical and cognitive environments in order to penetrate U.S. facilities, influence decision makers, and compromise national security…DoD controls several facilities where activities have been detected.” It is unknown if the 1998 Nellis AFB encounter is one example **AATIP** was referring to, but it seems probable similar events are driving that statement.', 'Other **AATIP** slides published on History Channel’s Unidentified', 'Inside America’s UFO Investigation show correlations were being made between “reported events,” “military facilities” and “nuclear facilit\\[ies\\] or equipment” in the U.S. and abroad.', 'DOE/NNSA uses civilian contractors Mission Support and Test Services (MSTS) for site management and SOC LLC for site security for the Nevada Test Site.']"
November 1998,"An allegedly leaked teletype is given to ufologist Tim Cooper from an anonymous “CIA official.” The document is sent to CIA’s “Weird Desk” among others, classified Top Secret “Jehovah” and discusses several items, including: the assassination of a Russian government source in charge of **Project Kohtpoa** (the Russian equivalent of USG SDI), tests in Kohtpoa had “hoped for positive contact but was not to be,” Russian source asking USG counterpart if results were",[],"['U.S. media has been dominated by claims of a secretive UAP “control group” with names that include MJ, Majestic, Majority, PI-40, etc., but none of this has ever been verified. It is possible the above document and others are disinformation to obfuscate the existence of a real control group, is disinformation from a foreign intelligence service, or is misinformation created by a media group.']"
1 January 1999,"Former CIA James Westwood, hired by Hal Puthoff to analyze MJ-12 documents with Robert M. Wood, suggested the MJ-12 Eisenhower Briefing Document was a fake once meant to fool the KGB.",[],[]
8 January 1999,"Bob Bigelow states in a NIDS meeting that he remains fascinated by John Petersen’s brief of “Day After” disclosure scenarios and adds there needs to be a contingency plan if it is confirmed “we are cohabiting on the Earth with non-human entities that controlled out destiny.” On this date, Hal Puthoff also connects futurist Michael Lindemann with Petersen who would create first contact scenarios with sponsorship from Joe Firmage. Bigelow remains convinced UAP is a “scenario-selecting agent” which implies humanity’s acceptance of it will determine how and when confirmation occurs.",[],[]
22 January 1999,"Executive Director of Citizens Against UFO Secrecy (CAUS) Peter Gersten files a FOIA lawsuit in a federal district court in Phoenix, AZ to release documents related to the Phoenix Lights incident and the St. Clair Triangle incident in Illinois, both were triangular UAP sightings. The Department of Defense files a motion to dismiss the suit, and assistant U.S. Attorney Richard Patrick says the DOD conducted a reasonable search for information and could not find any results.",[],[]
23 January 1999,An alleged “Burned memo” from MJ-1 to MJs 2-7 from the JFK era is sent to ufologist Tim Cooper from a source who claims he was a CIA CIA officer who worked for Jim Angleton. He states the memo did not officially exist but he took it from a fire; he also states he believes the files of **Project Majestic** and **Project Jehovah** will be pried loose and that the CIA monitors civilian UAP research to keep the community busy with disinformation. He also states the “burned memo” with directives was saved after a President Nixon SCEO ordered all MJ-12 documentation to be destroyed within the Agency.,[],[]
March 1999,"Larry Rowlette states his father Sgt. Homer Roulette of the 603rd Air Engineering Squadron at Roswell told him about the “crash of a flying saucer” on his deathbed in March 1999. Rowlette states he was part of a cleanup detail sent to the impact site north of Roswell and that there were two other sites near Corona, NM.",[],[]
7 July 1999,"An alleged CIA source tells ufologist Tim Cooper the UFO control group ceased to exist in government in 1969 and became privately funded and was identified as **Jehovah** in 1992 and at one time was called **Zodiac**. He claims the original MJ-12 was a consolidation of two Pentagon projects **Majestic** and **Jehovah** overseen by a group of twelve institutions within military, intelligence and science; the highest classification as of the letter was termed SACRED, a follow-on to terms TRINE and UMBRA, he claims.",[],[]
3 December 1999,"The Arlington Institute (TAI), a defense industry",[],"['John L. Petersen was the Chairman of the Arlington Institute at the time and is who Fitts claims told her she could see alien bodies. Curiously, Petersen has also served as the Chairman of the Lindbergh Foundation, a non-profit working to decarbonize aviation and promote new technologies in aerospace. The Lindbergh Foundation was founded by Neil Armstrong and Gen. James Doolittle. (Doolittle is linked to the UAP subject by his investigation of “ghost rockets” in Sweden in the 1940s).', 'What makes TAI’s meeting significant is former government personnel were allegedly discussing how to shape the public’s perception of UAP on behalf of a USG client with media industry executives present. John L. Petersen, Chairman of the TAI board, denied Fitts’ allegations and Joe Firmage, another Board member, did not recall the meeting described in the minutes. **AATIP** scientist Hal Puthoff and **AAWSAP** contractor Bob Bigelow are also linked to TAI’s Petersen and Firmage, with Jacques Vallée noting the four were connected to a series of futurist talks on UAP in 1999.', 'In 2017, [Catherine Austin Fitts](https', '//home.solari.com/) published a paper with a Michigan State University economist that found $21 trillion in unauthorized spending in the departments of Defense and Housing and Urban Development between 1998 and 2015. A university press release states the DODIG disabled key documents showing unsupported spending after the paper was published, and soon after, the DOD announced its first ever department-wide independent audit in its']"
1999,"US Navy engineer and Space Technology Transfer Consultant David Adair states he was taken to Groom Lake, Nevada to see the landing of a test rocket. Adair states when he was taken there on 20 June 1971 he was brought to a low flat hangar that was empty; the floor was a hidden elevator and he claims he was brought down 20 stories. Underground, Adair claims he was shown a “symbiotic engine” the size of a school bus whose alloys had an iridescent sheen. Adair states there was no obvious wiring on the engine and his handlers became uncomfortable when he asked where it was from; when he was angry he didn’t get an answer, the engine behaved differently, he claims. Adair suggests the engine may be able to be powered by mental thought but did not know the mechanism.",[],[]
17 May 1999,SFGate writer Hal Plotkin claims sources tell him the Department of Energy is possibly involved in “fraud and deceit.” Plotkin writes that SRI’s Michael McKubre is generating heat in cold fusion experiments but the scientific community has little interest. Plotkin also claims MIT chief science writer Eugene Mallove tells him the Bush Administration’s Energy Resources Advisory Board (ERAB) mislead the executive branch when it relied on a fraudulent MIT report that ignored findings of a successful cold fusion experiment.,[],"['The obfuscation of cold fusion experiments fits a broader trend that advanced energy sources may exist under DOE control and may be subject to a cover up. Triad National Security LLC, which manages Los Alamos, filed a patent in 2021 for aerospace vehicles that travel inside self-generated air-buoyant structures made of low density aerogel or vapor-expanded material in a spherical, cylindrical, torus, pill or lattice shape.']"
31 July 1999,EarthTech and former CIA scientist Hal Puthoff emails former CIA Life Sciences Division analyst Kit Green and his life partner Kristin B Zimmerman about a story published in a UFO magazine by a pseudonym “Greg Halifax” about a UAP crash retrieval personnel member pseudonym “Sedge Masters.”,[],"['**Zodiac** is described as a project “able to skirt the military chain of command with impunity, spend money earmarked for other projects, and generally do whatever it damn well pleased, all in the name of UFOs and their importance to National Security.”', 'Ufologist Richard Dolan states he was able to figure out who actually wrote the **Zodiac** story, who was behind the pseudonym “Sedge Masters.” Dolan claims it is an attorney from defense contractor TRW, and that they may have actually spent time in Halifax, Canada, or may be from there (Halifax is mentioned as the location of a safehouse in the story). Dolan does not give the name of the TRW attorney he believes wrote the story and disclosed the name “**Zodiac**” for the first time publicly.', 'TRW is mentioned again in the diaries of ufologist Jacques Vallée, who states that former CIA analyst Kit Green told him Eric Walker stated live aliens were retrieved, studied and “allowed to blend into” the human population. Walker was the dean of engineering at Harvard, former head of the JASONs, chairman of the Defense Science Board, senior advisor to the President and former chairman of TRW.', 'TRW acquired BDM Intl. in 1997 (see October 1989 and see notes on ATP Group). Northrop Grumman acquired TRW in 2002.', 'In 2021, former **AATIP** head Lue Elizondo was asked about **Zodiac**, to which he replied he had come across the name of the organization, but that he could not comment on it further.']"
2000,"Ret. CDR Will Miller told attorney Peter Gerston that senior government officials such as DIA Dir. “whom I recently met on this subject” are isolated from UAP knowledge; “keepers of the secrets” reside in DOD middle management and civilian contractors like BDM, SAIC, Boeing, Lockheed and the comptrollers who monitor the flow of money to certain classified and Special Access Programs.”",[],[]
24 January 2000,"Jacques Vallée writes that Bob Bigelow calls him and tells him Jim West, president of tech company SARA, had the idea to engage Congress to stimulate the creation of a new **Project Blue Book**. John Alexander and others at NIDS are seemingly made aware of the effort, as is Kathleen Hollingsworth, an assistant to Congressman Dana Rohrabacher.",[],[]
20 February 2000,Jacques Vallée states millionaire Henry Dakin owns a,[],[]
8 May 2000,"Jacques Vallée states he, Eric Davis and Hal Puthoff discuss an “attorney friend” of a former TRW employee who gathered her testimony that claims she was part of a secret reverse-engineering project called **Zodiac**. Eric has compiled his own file but it is not verifiable yet. (Note: That attorney is later suggested to be former Hughes Aircraft counsel Jeffrey W Griffith, and the **Zodiac** participant is suggested to be Mary Elizabeth Elliot).",[],[]
8 May 2000,"Vallee, Davis and Puthoff also discuss Kit Green’s claims that he was briefed at a “very high level” about three verified cases of “alien landings” in 1947, 1953 and 1984. Kit believes only half of the information in the briefing is true.",[],[]
9 May 2000,Jacques Vallée states Hal Puthoff tells him about a “story” he heard regarding a SecDef black project audit. No timeframe is given. An unnamed Gen. who was Assistant SecDef at the time found a discrepancy of “only” a few million dollars and received a briefing; it was low-level maintenance work at a private contractor entrusted with keeping “some material” from prying eyes. He was told the material was from a crashed UFO but was not being tested at the moment. On 9 June 2001 John Petersen of the Arlington Institute tells Vallee the same story.,[],[]
November 2000,"Paul Czysz, WPAFB veteran and former",[],[]
2001,"The Advanced Deep Space Transport Technology Assessment Group (ADST) is active, and studies exotic propulsion methods. Little is publicly available about ADST but Eric Davis states its members looked at UAP data. Hal Puthoff was also a member, as were representatives from Lockheed Martin.",[],[]
24 February 2001,"A story is relayed to Jacques Vallée about cattle mutilations and a US Army black program. In 1977, Deputy Sheriff Jerry Simons under orders from Sheriff Darius Carter tracked three helicopters involved in a mutilation incident to Logan-Cache Airport. As Simmons tried to block a companion plane, he felt threatened by the helicopters and a man who got out of one of the helicopters. There was a US Army marking on the bottom of one helicopter but they were otherwise unmarked; the man proclaimed he had no identification and wasn’t going to provide anything, confidently smiling when the sheriff told him to stop the mutilations. Kit Green reacted to the report while Vallee heard it and suggested it was a USG black operation.",[],[]
3 March 2001,"Eric Davis tells Jacques Vallée the story of **Zodiac**, which allegedly involved real people like Dale Graff who ran RV experiments at WPAFB and Jerry Rosenberg of IDA. There are a reported ten Velobind volume at WPAFB with Roswell data concerning two crashed “manta ray” shaped craft, recovered bodies, foil material and a special study done by TRW. Eric has a file on **Zodiac**.",[],[]
April 2001,"In a briefing document presented to some members of Congress and the intelligence community, CSETI’s founders state a covert group controls some elements of the UAP issue using proprietary projects protected by corporate NDA and illegal special access programs (SAPs) protected by USG classification. The briefing states the group is quasi-private/public and operates transnationally, and is centered in industrial “work for others” contract projects related to the application of advanced extraterrestrial technologies. Compartments of the covert group are also involved in disinformation, public deception, UAP tracking and specialized liaison groups (to media, political leaders, scientific community, corporate community, etc). The individuals involved are personnel inside IC SAPs, black units inside corporate entities and select liaisons within the international community, religious groups, etc., the briefing claims.",[],[]
April 2001,"Ex Lockheed Skunkworks, USAF and CIA contractor Don Phillips claims Lockheed has extraterrestrial technology and “tremendous technological advances” have come from their study. Phillips states Utah Sen. Orrin Hatch is “getting pretty close” to what is going on, and adds that there is “a lot” going on in Utah, including where some of “our” associate scientists are working on UAP related technologies at private laboratories.",[],[]
5 May 2001,"Jacques Vallée meets with a group including Jim Westwood, an intelligence consultant who had done extensive work for Hal Puthoff. Westwood claims to know that the MJ-12 documents are disinformation and suggests Roswell was a counterintelligence exercise designed to flush out spies. Westwood tells him a month later that “Puthoff really wants to find the hardware,” despite Westwood believing none such hardware actually existed. Westwood states an **Operation Shocker** used disinformation including false UAP data to trick Soviet Russia to believe the US had capabilities it didn’t; double agents were used for this.",[],[]
9 May 2001,"Aerospace illustrator Mark McCandlish testifies at the National Press Club in Washington, D.C. that gravity propulsion research began in the 1950s and successfully reverse engineered recovered UAP to build three USG/USG contractor-made vehicles by 1981 and was kept secret. McCandlish describes their propulsion matches early concepts by Thomas Townsend Brown using electrogravitics.",[],"['Thomas Townsend Brown served on the initial board of governors for U.S. civilian UAP research organization NICAP with Col. Robert B. Emerson, RADM Delmer S. Fahrney, Gen. William E. Kepner and Brig. Gen. Thomas B. Catron among others. While McCandlish states the UAP he saw were based off of Brown’s research, more recent studies by mainstream scientists show no anti-gravity effects and attribute the phenomena to ionic drift. NASA has studied Brown’s claims and found no anti gravitic force. It is unclear if McCandlish, an illustrator, was simply wrong about the reverse engineered craft’s theoretical construct and they do exist, or if he is fabricating the information.']"
June 2001,"James Woodward and Thomas Mahood of California State University, and Paul March of Lockheed Martin Space Operations publish a paper on altering the mass of",[],[]
3 November 2001,Colm Keller reports at a NIDS meeting that more than 150 instances of black triangle sightings have been recorded including one that took off from,[],[]
17 December 2001,Colm Keller tells Jacques Vallée he finds a rare **Project Blue Book** file that shows Howard Cross from Battelle reported he witnessed a UFO on 2 October 1951 some 14 months before he wrote the Pentacle Memorandum. Cross was involved in titanium metallurgy as far back as Vannevar Bush’s war research.,[],[]
2002,"Author Nick Cook states Hal Puthoff (eventual **AATIP** scientist, see 25 March 2022) tells him the “evidence is pretty solid” that there are black budget aerospace programs that contravene white world understanding of the laws of physics. Puthoff states the most likely candidate for exotic propulsion is the perturbation of space-time by understanding the link between electromagnetism and gravity.",[],"['NASA BPP was working on five methods of antigravity at this time', '(1) inertia change through sudden energy density change, (2) zero-point energy, (3) perturbation of spacetime through electromagnetism and gravity, (4) superluminal quantum tunneling and (5) gravity shielding through use of rapidly spinning superconductors. Puthoff claimed No. 3 was the most likely to be fueling the development of a black budget antigravity program at the time.']"
10 January 2002,Richard Niemtzow tells Jacques Vallée he was recruited to join a secret McDonnell study on UAP but declined. This was in the 1970s.,[],[]
1 March 2002,"A General Exon tells Eric Davis that two types of materials were recovered from Roswell: a light material with the consistency of balsa wood that was metallic and could not be broken, and a purplish foil with burn marks that could be crumpled up and would return to its original shape. Exon says beams discovered at the crash site had inscriptions. He did not know about any bodies but says the balloon story was a cover up.",[],[]
2 March 2002,Kit Green tells Jacques Vallée there was a network of sensors he learned of while at CIA that monitored UAP but were camouflaged as environmental monitoring stations.,[],[]
5 March 2002,"Kit Green writes to Jacques Vallée and tells him he spoke with an Air Force physician, Brig. Gen. Donald Flickinger, MD. Flickinger told Green in 1994 that years earlier he saw “alien autopsy” materials when he was the first Air Force MD to make the rank of General Officer. Flickinger worked on manned spaceflight projects and after that, worked in the VIP health program in Green’s division of the CIA. Flickinger claims the autopsy materials were real, something Green also says: “I have never believed the notes were hoaxes.” Vallee writes this is credible evidence of a secret program with access to biological materials. Days later, Eric Davis says a Lt. Col. Dr. Robert Parvin Williams is alleged to have participated in an “alien dissection”; Puthoff also gives the names Dr. Robert Crowley and Col. John Grime.",[],[]
25 April 2002,"CMDR Will Miller writes to Eric Davis and Hal Puthoff and offers them his contractual services into research of UAP crash retrievals and entities within the government and outside of government that are “involved in that business.” Miller states he could do this without touching information that is classified. Miller also states he has particulars on a special team involved in (as a secondary mission) recovered crashed craft including the F-117; Miller states he knew the team, its successor, the parent sponsoring entity and two key officers who could provide information on UAP crash retrievals.",[],[]
May 2002,"Ret. Army Lt. Col. Thomas Bearden writes that he knows of several researchers working on related technology at the time: Jeff Cameron of Transdimensional Technologies (see March 2004), Hal Puthoff of EarthTech (Summer 1985), Jean-Louis Naudin of JLN Labs, James Woodward of Cal State University, Alfonso Rueda of Cal State University, Bernard Haisch of Lockheed Martin, Jonathan Campbell of NASA, Ning Li of AC Gravity (1 August 1997), Eugene Podkletnov, Hector Serrano, John Rusek, Kulikov, Corum, James Cox, Black and others.",[],"['There are only so many anti gravity experts in the United States. Were any of them working on UAP-related projects using their public research as cover? Cameron referenced', 'Journalist Ross Coulthart publicly states (see May/June 2022) Huntsville, Alabama is a location where ongoing deep black antigravity work is being done. Unknown if it is a legal effort or done using a control/funding mechanism outside of government oversight. Several of those researchers listed above have worked in Huntsville (Campbell, Li, Cameron).']"
6 May 2002,"Jacques Vallée writes that UFO research has almost certainly been privatized in the US outside of government circles. He asks an anonymous colleague at the NIDS offices on South Polaris in Las Vegas where the effort was thought to exist. “Lockheed?” he asks, to which the colleague responds: “No, I rather suspect the Carlisle Group.”",[],[]
11 May 2002,Col. John Alexander tells Jacques Vallée he believes the Holloman UAP landing was a false cover story for a malfunctioning A-12 prototype.,[],[]
29 June 2002,Commandant Jean Kisling tells Jacques Vallée that in the early 1950s he met “an older man with a long beard” on a private flight from New York to Paris. The man told Kisling he was with several colleagues to travel to Eastern European countries including the USSR to discuss UFOs. The man then allegedly told Kisling he was from a “secret Pentagon office” that had recovered “out of this world” material from a crash near the Mexican border close to El Paso. No other details were given.,[],[]
29 July 2002,"BBC News publishes a story that claims researchers at Boeing are using the work of Russian scientist Eugene Podkletnov (see 4 February 2020) to create an antigravity device. BBC reports the project is run in “top secret” by Boeing Phantom Works, and states documents they obtained show it occurs in a **Project GRASP** (Gravity Research Applied to Space Propulsion).",[],[]
29 July 2002,"Jane’s Defense Weekly reports Boeing **Project GRASP** documents it obtains state “if gravity modification is real, it will alter the entire aerospace business.” GRASP’s objective is to explore anti-gravity and evaluate Eugene Podkletnov’s experiments. Boeing",[],[]
1 September 2002,Jacques Vallée states a “Brian and Tina in Arizona” tell him at a meeting at NARCAP head Dick Haines’ house that they saw a large collection of UFO and USO files at Norton AFB in March 1985. They claim many reports were from the Navy and showed objects coming out of the ocean. They were told they would be taken to see “something” in a hangar at Edwards AFB but it never materialized.,[],[]
16 October 2002,"EarthTech International employee Dr. Eric Davis, author of several **AATIP** products years later, allegedly meets with VADM Thomas R. Wilson in a car outside of EG&G Special Projects in Las Vegas. Davis transcribes the interaction where he was told the following: VADM Wilson found records of a UAP reverse engineering program using technology “not of this Earth,” it was protected by a special agreement between the DOD Special Access Program Oversight Committee (SAPOC)’s Senior Review Group (SRG) and a large defense contractor he would not disclose.",[],"['The notes of this meeting originated from the estate of late astronaut Edgar Mitchell, who worked with Davis at the National Institute for Discovery Science (NIDSci) and presumably received the notes at a NIDSci meeting afterwards.']"
October 2002,"A three-foot orb moves along the perimeter fences of Area 2, a weapons storage area for the Nevada Test Site (Nevada National Security Site) overseen by the Department of Energy (DOE)’s National Nuclear Security Administration (NNSA). Security teams on site chase it, and the UAP eventually outpaces the personnel. It is unlikely these NNSA UAP events have",[],[]
November 2002,British hacker Gary McKinnon is arrested for hacking into,[],[]
27 November 2002,The Commission on the Future of the U.S. Aerospace Industry delivers its final report to Congress; it recommends a series of public policy reforms to enable the aerospace industry to create superior technology.,[],[]
22 March 2003,Stanford professor Peter Sturrock confides to Jacques Vallée that he believes Hal Puthoff’s work on zero point energy is full of “circular arguments.” Sturrock mentions Puthoff points to the significance of the ratio e/m but failed to see that he’s also redefining mass. Sturrock says he’s sent Bernard Haisch at Lockheed Martin six questions like that but Haisch never responded. Vallee says he fails to understand Puthoff’s argument as well.,[],[]
3 May 2003,"Kit Green tells Jacques Vallée that a rock from Socorro, NM that allegedly had traces of metal abrasions from the landing gear of a UFO was analyzed at NASA-Goddard as early as 1964. The metal consisted of zinc and iron in an unusual ratio. Green says the samples arrived in CIA possession in 1982 and re-analyzed at Los Alamos, to which it was concluded it was an",[],[]
6 May 2003,"MITRE provides conference for several scientists to showcase their HFGW research including Robert M. Baker, Heinz Dehnen, Fernando Romero-Borja, Chincarini and Gianluca Gemme, Gary V Stephenson, Pankaj S Josh, Ning Li, Giorgio Fontana, Fang-Yu Li, Meng-Xi Tang, Dong-Ping She, Melvin A Lewis, Marc G Mills, M Portilla, Valentin N Rudenko, Paul A Murray, Nikolai N Gorkavyi, Glen A Robertson, Roger Clive Woods, Leonid P Grishchuk, George D Hathaway, H David Froning Jr, Terence W Barrett, Hal Puthoff, Michael Bison and Eric W Davis.",[],[]
7 May 2003,"Former Airman First Class Charles J Hall releases a book stating he worked at Nellis AFB between 1965 and 1967 and while there was observed by “tall whites,” entities who were taller than normal humans and presumed to be extraterrestrial in origin. Hall claims Nellis has a hangar entrance for deep space craft to the northwest of Dog Bone Lake and tunnel entrances to the northwest in Pintwater Range.",[],"['The term “tall whites” shows up in claims from Iranian officials that “tall whites” control America in 2014, and tangentially from former Israeli space official Haim Eshed who states the US, Israel and ET have a cooperation agreement and there is a shared operating facility on Mars; Eshed states the “Galactic Federation” says people are not ready to know this.']"
11 June 2003,"NASA engineer Larry Lemke tells Lockheed scientist Bernard Haisch, as relayed to Jacques Vallée, that Lemke’s father worked on advanced hardware that “seemed to have come from beyond Earth.” Lemke and other unnamed sources tell Haisch that there are now four projects dealing with UAP matters, dispersed among USG contractor facilities.",[],[]
July 2003,"Civilian Dion Fuller claims he met “Lee” at an apartment complex in Pacific Beach, CA, after he had allegedly gone AWOL from nearby Camp Pendleton, stolen 25 pairs of night vision goggles, a pistol from Iraq, a DOD laptop and an entire truck; Fuller states Lee scrolled through allegedly classified files on the laptop in front of him marked TOP SECRET and soon after, Fuller claims three NCIS agents arrived and searched the premises, detained him for six days and threatened him before letting him go.",[],[]
21 July 2003,"White House Army Signaling Agency specialist Stephen Lovekin states he received briefings concerning UAP while at Pentagon or at White House Com Center, states his colleagues discussed there were 3-5 “extraterrestrial” bodies recovered and one was alive; military was working with materials recovered including a metallic piece with symbols on it; states he",[],[]
19 August 2003,"Jacques Vallée meets with Kit Green and Kristin B Zimmerman in Detroit, MI. While at Wayne State University, Green shows Vallee a study he conducted where test subjects who believed they had communication with aliens were shown a series of slides, including one in which a photo of an “alien face” is inserted. Green claims the image was from Los Alamos National Lab. He says he was given the data “through Hal” from a series of analyses done at LANL on “live aliens” from 1950-51. Green didn’t know if the photo was real but Zimmerman admits they may have been “fed” classified materials and Green used the materials to perform research on unsuspecting subjects. Green also conducts General Motors research here, where he is employed.",[],[]
23 August 2003,"Jacques Vallée writes that Hal Puthoff and John Petersen of the Arlington Institute “assure” him there is only one “black UFO operation” and that it likely has to do with hardware. Vallee is confused why there would be biological data in Kit’s hands and elsewhere if this were really the case. Vallee also states former DCI William Colby told Green he “deserve\[d\] to know,” but wouldn’t confirm alien biology outright.",[],[]
10 September 2003,Bernard Haisch of Lockheed Martin states Hal Puthoff tried the “front door” approach to get into the secret UFO black program he believed existed. Puthoff wrote to a Pete Aldridge and Under Secretary Jacques Ganser but did not get a reply. Haisch believed the program was split into four parts and about 200 people were on the bigot lists. An unnamed individual “The General” was believed to still have access and was retired and working for an oil company when he met Puthoff at the suggestion of John Petersen.,[],[]
14 September 2003,Jacques Vallée states Hal Puthoff was a part of John Petersen and the Arlington Institute’s “semi-official” scenario exercise that included role playing in various situations of potential ET contact.,[],[]
2 October 2003,"Hal Puthoff admits to Jacques Vallée in a car that he wouldn’t tell Vallee everything about the secret black UFO program to protect one critical “deep throat” and in case Vallee is ever polygraphed. Puthoff states that the ATP Group in the 1980s, sponsored by BDM Corp. and led by Col John Alexander, was killed because “there was already another project.” Puthoff states it was “deeply black” and “somebody” didn’t want it exposed or duplicated.",[],[]
March 2004,"Huntsville, AL company Transdimensional Technologies LLC states it is working on anti-gravitic technology for commercial applications and references UAP in a press release. Founder Jeff Cameron states the company is working with NASA and it is exploring transportation, military and space travel applications of its “Power Cubed” technology. The company obtains investment from local Huntsville businessmen Remigrius Shatas and Robert Asprey (founders of Cyber Corp., later Avocent), and additional investment from 2C Computing and local venture capital firm R&R Ventures, of which Asprey was also a partner. The company’s state filings are still active but its website is no longer online and it no longer provides updates to the public on its antigravity research. It was located at 906-E Bob Wallace Ave., Huntsville, AL 35801.",[],[]
6 March 2004,"Former NIDS consultant James Westwood tells Jacques Vallée there are four secret “iron post” sources that Hal Puthoff and Eric Davis deem to be unimpeachable and connected to the IC. They confirm the existence of one hidden project reverse engineering “alien”hardware. Westwood writes two are senior flag officers, one is defense industry/high OSD official and one is civilian high office of the Reagan/Clinton administrations. Two are VADM Thomas Wilson and Gen. Jack Sheehan, the other two are unnamed.",[],[]
26 March 2004,Eric Davis speaks to former Pres. George Bush Sr. on the phone about Phil Corso’s claims. Davis asks Bush if Corso could have been “mistaken” and he was,[],[]
